regulacao,via,rank,diagnostico_nanda,similaridade
Up,Innate immunity,1,Risk for infection: susceptibility to invasion and multiplication of pathogenic organisms related to immunosuppression immobility and invasive procedures (NANDA-I 00004),0.6753
